RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
162,Joel Embiid,PHI,29,66,43,23,34.6,84.9,15.1,60.7,15.7,9.1,6.3,30.2,12.7,45,60,40,89.4,10.6,62.6,37.4
162,Lauri Markkanen,UTA,26,66,32,34,34.4,55.4,44.6,43.9,3.9,35.5,10.3,20.6,12.1,40,65,35,93.5,6.5,75,25
162,Luka Doncic,DAL,24,66,33,33,36.2,62.7,37.3,50,8.5,26,5.2,24,14,41.4,13.1,86.9,21.6,78.4,15.3,84.7
162,Malaki Branham,SAS,20,66,15,51,23.5,58.3,41.7,57.1,13.1,34.3,14.1,8.6,14.6,44,49.5,50.5,92.2,7.8,61.7,38.3
171,Clint Capela,ATL,29,65,35,30,26.6,99.8,0.2,89.9,0.3,0,7.6,10.1,13.1,89.6,73.4,26.6,0,0,73.4,26.6
171,Jamal Murray,DEN,26,65,43,22,32.8,58.5,41.5,46.4,14.6,39.8,9.4,13.8,14,31.7,32.9,67.1,60.5,39.5,42.9,57.1
171,Jaylen Nowell,MIN,23,65,34,31,19.3,62.9,37.1,60.5,7.7,28.6,22.6,10.9,21.3,52.8,46.9,53.1,71.6,28.4,52.9,47.1
171,Josh Richardson,NOP,29,65,24,41,23.5,47.1,52.9,40.4,15.3,49.1,11.6,10.5,15.7,25.1,43.2,56.8,91.6,8.4,64.9,35.1
171,Kristaps Porzingis,WAS,27,65,27,38,32.6,65,35,49.2,11.7,27.3,2.9,23.5,11.2,37.5,62.2,37.8,94.9,5.1,71,29
171,Larry Nance Jr.,NOP,30,65,34,31,21.2,86.2,13.8,78,2.3,9.5,6.6,12.5,14.3,75.7,76.2,23.8,100,0,78,22
171,Marcus Morris Sr.,LAC,33,65,35,30,28.1,52.3,47.7,44.5,18.4,46.2,5.6,9.3,12.4,26.1,41.4,58.6,95.5,4.5,63.5,36.5
171,Nick Richards,CHA,25,65,21,44,18.7,99.7,0.3,73.7,1.5,0.6,7.3,25.7,13.9,72.2,63.8,36.2,100,0,64,36
171,Oshae Brissett,IND,25,65,27,38,16.7,51.4,48.6,37.7,0.5,36.2,10.6,26.1,17.1,37.2,72,28,95.8,4.2,81.3,18.7
171,Talen Horton-Tucker,UTA,22,65,30,35,20.2,66.9,33.1,57,4.9,24.9,8.2,18.1,10.9,52.1,20.6,79.4,77.6,22.4,33.5,66.5
181,Austin Reaves,LAL,25,64,35,29,28.8,55.9,44.1,41.5,5.8,31,17.3,27.5,14.3,35.8,40.5,59.5,86,14,55.6,44.4
181,Derrick Jones Jr.,CHI,26,64,29,35,14,65.2,34.8,55.2,0.6,25.4,11.6,19.4,17.2,54.5,73.9,26.1,100,0,80,20
181,Doug McDermott,SAS,31,64,19,45,20.5,43,57,35.5,3.7,56.4,12.1,8.1,11.6,31.8,84.5,15.5,98.4,1.6,91.6,8.4
181,Jimmy Butler,MIA,33,64,35,29,33.4,88.4,11.6,60.4,10.4,7.4,12.7,32.2,17.5,50.1,37.7,62.3,69.4,30.6,40.1,59.9
181,Josh Christopher,HOU,21,64,16,48,12.3,72.9,27.1,71,5.9,16.9,21.5,12.1,15.6,65.1,34.8,65.2,76.2,23.8,40.5,59.5
181,Kyle Kuzma,WAS,27,64,29,35,35,57.9,42.1,51.9,5.7,35.4,15.2,12.7,11,46.1,46.6,53.4,78.1,21.9,56.4,43.6
181,Miles McBride,NYK,22,64,36,28,11.9,37.7,62.3,33.3,5.4,54.1,13.5,12.6,20.7,27.9,54.1,45.9,87.5,12.5,71.4,28.6
181,Terence Davis,SAC,26,64,38,26,13.1,33.2,66.8,30.2,4.2,61.9,19,7.9,20.6,26,50.8,49.2,92.1,7.9,74.7,25.3
189,Aaron Holiday,ATL,26,63,32,31,13.4,60,40,45.3,7.3,43.7,6.9,11,13.8,38.1,21.4,78.6,86.1,13.9,46.7,53.3
189,Al Horford,BOS,37,63,44,19,30.5,32.2,67.8,26.9,1,70.6,8,2.5,10.4,26,67.5,32.5,99.3,0.7,87.7,12.3
189,Giannis Antetokounmpo,MIL,28,63,47,16,32.1,86.6,13.4,67.4,7,7.2,17.5,25.4,12.9,60.3,41.5,58.5,61.7,38.3,42.9,57.1
189,Isaiah Jackson,IND,21,63,24,39,16.5,95.6,4.4,77.8,3.5,1.3,9.7,20.9,13.6,74.3,74,26,100,0,74.3,25.7
189,Jaren Jackson Jr.,MEM,23,63,41,22,28.4,65.7,34.3,53.9,0.3,25.6,7.4,20.5,11.5,53.5,59.5,40.5,96,4,68.3,31.7
189,Jerami Grant,POR,29,63,28,35,35.6,60.7,39.3,45,9.5,33.5,15,21.5,15.3,35.5,57.9,42.1,97.2,2.8,71,29
189,Keldon Johnson,SAS,23,63,17,46,32.8,63.4,36.6,53.3,3.3,29,11.8,17.7,13.1,50,50.9,49.1,90.3,9.7,61.4,38.6
189,Kevin Knox II,POR,23,63,12,51,15.1,44,56,41.9,4.8,47,18.3,11.1,17.8,37.1,64.4,35.6,100,0,79.6,20.4
189,Mike Muscala,BOS,31,63,32,31,15,29.1,70.9,26.1,6.3,63.4,3.9,10.5,13.3,19.8,86,14,98.8,1.2,93.9,6.1
189,Moses Moody,GSW,21,63,37,26,13,40.5,59.5,39.1,4.6,48.7,10.3,12.2,17.2,34.4,69.5,30.5,98,2,82.4,17.6
189,Rui Hachimura,LAL,25,63,38,25,23.3,72.6,27.4,65.9,19.5,21.6,16.4,12.5,11.9,46.4,61.8,38.2,100,0,68.7,31.3
189,Terrence Ross,PHX,32,63,27,36,21.1,44.5,55.5,40.2,22.6,54.6,5.6,5.2,16.3,17.6,62.9,37.1,93.7,6.3,77.5,22.5
189,Terry Rozier,CHA,29,63,19,44,35.3,57.5,42.5,49.4,10.4,37.2,16.3,13.4,15.9,39,32.6,67.4,65.5,34.5,43.6,56.4
189,Zach Collins,SAS,25,63,20,43,22.9,73.2,26.8,62.7,5.7,22.6,4.5,14.7,9.8,56.9,58.1,41.9,100,0,66.2,33.8
203,Anfernee Simons,POR,24,62,27,35,35,46.2,53.8,39.1,10,48.7,10.9,12.2,14.6,29.1,29,71,68.4,31.6,46.9,53.1
203,Anthony Lamb,GSW,25,62,36,26,19.3,36.6,63.4,36.1,1.4,52.8,10.4,11.1,6.7,34.7,68,32,98.6,1.4,83.1,16.9
203,Cory Joseph,DET,31,62,12,50,19.8,48.7,51.3,37.5,9.4,49.2,6.3,13.3,12.6,28.1,25,75,77.1,22.9,49.3,50.7
203,Jordan Goodwin,WAS,24,62,22,40,17.8,66.6,33.4,59,10.8,28,11.3,13,17.9,48.2,24.2,75.8,86.8,13.2,39.2,60.8
203,Jordan Nwora,IND,24,62,36,26,19.2,52.6,47.4,39.9,7,47.6,14.4,12.5,9,32.8,56.5,43.5,93,7,72.7,27.3
203,Kevin Love,MIA,34,62,35,27,20,30.2,69.8,25.9,5.5,58.3,7.7,15.8,16.1,20.4,57.6,42.4,93.9,6.1,79.4,20.6
203,Lamar Stevens,CLE,25,62,39,23,18.1,67,33,60.4,8.5,27.4,17.7,12.2,22,51.8,78.8,21.2,100,0,83.7,16.3
203,Michael Porter Jr.,DEN,25,62,41,21,29,44.4,55.6,38.9,9.8,52.2,19.5,8.9,13.3,29.1,76.7,23.3,92.6,7.4,84.2,15.8
203,Monte Morris,WAS,28,62,28,34,27.4,60.4,39.6,53.1,17.3,36.8,13.8,10.1,12.1,35.8,29,71,76.9,23.1,44.1,55.9
203,Myles Turner,IND,27,62,29,33,29.4,66,34,55.5,4.1,25.1,7.3,19.4,10.3,51.4,77.3,22.7,96.8,3.2,81.8,18.2
203,Trendon Watford,POR,22,62,26,36,19.1,80.2,19.8,68,1.7,16.3,12.6,15.7,11.8,66.2,64.1,35.9,100,0,69.1,30.9
214,Bismack Biyombo,PHX,30,61,33,28,14.3,100,0,90.5,0,0,8.7,9.5,10.3,90.5,82.4,17.6,0,0,82.4,17.6
214,Ja Morant,MEM,23,61,40,21,31.9,75.3,24.7,59.4,4.3,17.3,15,23.3,15,55.1,18.1,81.9,53.3,46.7,23.9,76.1
214,Jordan Clarkson,UTA,31,61,30,31,32.6,55.5,44.5,47.7,4.9,36.6,11.6,15.7,12.4,42.8,21.5,78.5,74.8,25.2,39.5,60.5
214,Jose Alvarado,NOP,25,61,30,31,21.5,49.5,50.5,42.9,1.5,45.3,13.1,11.8,16.7,41.5,38.1,61.9,94,6,61.2,38.8
214,Marcus Smart,BOS,29,61,43,18,32.1,43.2,56.8,38.4,2.8,49.1,11.4,12.5,11.5,35.6,27.4,72.6,85.2,14.8,54,46
214,Pat Connaughton,MIL,30,61,43,18,23.7,23.5,76.5,24,1.3,70.2,7.7,5.8,9.4,22.7,75,25,98.2,1.8,90.3,9.7
214,Seth Curry,BKN,32,61,37,24,19.8,48.3,51.7,40.6,27.5,50.3,10.9,9.1,14.3,13.2,52.6,47.4,80.9,19.1,65.4,34.6
214,Xavier Tillman,MEM,24,61,40,21,19.3,95.1,4.9,85.8,2.8,2.8,16.3,11.4,16.8,83,71.2,28.8,100,0,71.8,28.2
222,Cole Anthony,ORL,23,60,28,32,25.9,66.2,33.8,51.7,13.8,28.8,17,19.5,14.7,37.9,24.8,75.2,73.3,26.7,37.9,62.1
222,Ish Wainright,PHX,28,60,33,27,15.3,23.8,76.2,21.5,0.8,68.1,4.8,10.4,17.1,20.7,51.9,48.1,98.2,1.8,83.3,16.7
222,Josh Green,DAL,22,60,27,33,25.7,55.8,44.2,50.2,3.3,37.4,20.1,12.4,22,46.9,66.4,33.6,100,0,77.6,22.4
222,Kyrie Irving,DAL,31,60,32,28,37.3,58.8,41.2,50,12.9,34.8,14.5,15.2,12.9,37.1,29.1,70.9,51.1,48.9,36,64
222,Markelle Fultz,ORL,25,60,29,31,29.6,87.2,12.8,76.9,16.5,9.7,13.6,13.4,18.8,60.5,32.3,67.7,96.3,3.7,37.2,62.8
222,Norman Powell,LAC,30,60,31,29,26.1,59.6,40.4,44.4,5.9,33.6,14.2,22,11.3,38.5,52.7,47.3,87.7,12.3,64.4,35.6
222,Tyrese Maxey,PHI,22,60,39,21,33.6,59.6,40.4,45.8,7.9,39.4,19,14.8,16.9,37.9,44.4,55.6,72.5,27.5,54.7,45.3
222,Vlatko Cancar,DEN,26,60,38,22,14.8,49.3,50.7,43.8,3.4,43.4,11.1,12.8,11.8,40.4,66.2,33.8,97.7,2.3,78.7,21.3
230,Anthony Gill,WAS,30,59,21,38,10.6,78,22,68.7,2.1,6.2,15.4,25.1,25.1,66.7,67.2,32.8,100,0,69,31
230,Bojan Bogdanovic,DET,34,59,15,44,32.1,60,40,44.8,12.7,34.2,11.2,21,13.4,32.1,53.7,46.3,82.8,17.2,63.5,36.5
230,Chris Paul,PHX,38,59,33,26,32,60.9,39.1,47.9,25.4,35.9,4.4,16.2,12.1,22.5,16.3,83.7,55.1,44.9,29.3,70.7
230,Dyson Daniels,NOP,20,59,33,26,17.7,58.7,41.3,52.9,1.8,35.7,16.3,11.4,25.1,51.1,55,45,88.9,11.1,65.5,34.5
230,Kevin Porter Jr.,HOU,23,59,18,41,34.3,56.4,43.6,44.2,7.4,37.4,10.4,18.4,13.5,36.8,18,82,52.5,47.5,30.4,69.6
230,Luke Kennard,MEM,27,59,37,22,22.3,29.6,70.4,20.1,6.2,73.1,14.1,6.8,15.6,13.9,60,40,94,6,84,16
230,Mitchell Robinson,NYK,25,59,35,24,26.9,100,0,86.4,0,0,1.8,13.6,9,86.4,57.4,42.6,0,0,57.4,42.6
230,Nickeil Alexander-Walker,MIN,24,59,29,30,15,46.1,53.9,38.6,8.3,50.4,11,11,16.3,30.3,32.9,67.1,80.3,19.7,55,45
230,Ochai Agbaji,UTA,23,59,29,30,20.5,40.9,59.1,36,1.7,52,12.8,12,10.5,34.3,76.2,23.8,98.8,1.2,87.3,12.7
230,Thomas Bryant,DEN,25,59,33,26,18.3,84,16,70.5,6.6,13.5,12.4,16,14,63.9,78.4,21.6,96.2,3.8,80.4,19.6
240,Christian Koloko,TOR,23,58,29,29,13.8,92,8,78,5.5,1.6,6.6,20.4,17.6,72.5,70.4,29.6,100,0,70.8,29.2
240,Damian Lillard,POR,32,58,27,31,36.3,45.3,54.7,33.4,6,39.2,8.6,27.4,11.9,27.4,15.7,84.3,51.6,48.4,31.5,68.5
240,Desmond Bane,MEM,25,58,38,20,31.7,56.7,43.3,45.5,6.6,39.9,22.5,14.6,18,39,52.1,47.9,72.9,27.1,59.8,40.2
240,Goran Dragic,MIL,37,58,27,31,15,56.7,43.3,48.8,13.2,42.7,14.2,8.5,13.7,35.6,39.3,60.7,90.4,9.6,58.2,41.8
240,James Harden,PHI,33,58,39,19,36.8,50.4,49.6,34.5,5.9,39.7,10,25.8,14.7,28.6,12.9,87.1,41.6,58.4,25.3,74.7
240,Yuta Watanabe,BKN,28,58,30,28,16,41.8,58.2,33.5,3.1,55.9,21.7,10.6,17.4,30.4,72.2,27.8,100,0,86.8,13.2
246,Cam Thomas,BKN,21,57,30,27,16.6,70.8,29.2,49.7,15.6,25.3,8.6,25,18.5,34.1,32.7,67.3,45.1,54.9,35.8,64.2
246,Daishen Nix,HOU,21,57,15,42,16,40.9,59.1,36.3,0.9,53.1,12.4,10.6,18.6,35.4,43.9,56.1,82.5,17.5,63,37
246,Dario Saric,OKC,29,57,26,31,14.1,58.5,41.5,45.3,1.1,37.3,5.5,17.4,13.8,44.2,67.1,32.9,100,0,78.7,21.3
246,JaMychal Green,GSW,33,57,30,27,14,56,44,51.4,1.6,34.4,7.4,14.2,15,49.7,66,34,100,0,76.5,23.5
246,Montrezl Harrell,PHI,29,57,35,22,11.9,97.1,2.9,78.1,0.6,0,11.6,21.9,20.3,77.5,65.6,34.4,0,0,65.6,34.4
246,Moritz Wagner,ORL,26,57,27,30,19.5,58.8,41.2,49,1,25.5,6.3,25.5,17.3,48,78.2,21.8,98,2,83.3,16.7
246,Wendell Carter Jr.,ORL,24,57,26,31,29.6,63.3,36.7,55.8,8.1,27.6,2.9,16.6,12.1,47.7,64.9,35.1,98.8,1.2,73.3,26.7
253,Anthony Davis,LAL,30,56,31,25,34,92.3,7.7,72.1,11,3.9,7,24,12.9,61.1,62.5,37.5,100,0,63.8,36.2
253,Bones Hyland,LAC,22,56,36,20,19.4,44.8,55.2,33.7,5.8,53.3,13.4,13,13.8,27.9,27.9,72.1,60.7,39.3,44.7,55.3
253,Brandon Clarke,MEM,26,56,32,24,19.5,98.3,1.7,81.6,3.6,0.5,12.7,17.9,12.9,78,76.8,23.2,100,0,76.9,23.1
253,Danuel House Jr.,PHI,30,56,38,18,14.4,44.2,55.8,41.8,4.5,41.4,25.7,16.8,28.7,37.3,75,25,94.6,5.4,82.8,17.2
253,Hamidou Diallo,DET,24,56,12,44,17.8,94.4,5.6,80.5,8.4,2.9,21.3,16.6,22.8,72,64.3,35.7,100,0,65.1,34.9
253,Jabari Walker,POR,20,56,21,35,11.1,71.7,28.3,62,5.6,22.2,10.2,15.8,15.3,56.5,71.6,28.4,93.8,6.3,75.9,24.1
253,Jeff Green,DEN,36,56,33,23,19.5,68.3,31.7,59.5,4.1,20.6,16.5,19.9,10.5,55.4,80.8,19.2,90,10,82.5,17.5
253,Jeremy Sochan,SAS,20,56,15,41,26,75.7,24.3,70.7,5.9,16.1,13.7,13.2,11.6,64.8,59,41,100,0,64.4,35.6
253,Lonnie Walker IV,LAL,24,56,27,29,23.2,52.8,47.2,44.3,8.3,41.7,19,14,14.8,36.1,57.2,42.8,92.3,7.7,70.8,29.2
253,Paul George,LAC,33,56,32,24,34.6,57.6,42.4,45.2,15.3,35.6,10.6,19.2,17.1,29.9,32.2,67.8,61.4,38.6,42.3,57.7
253,Rudy Gay,UTA,36,56,29,27,14.6,54.5,45.5,51.9,17.1,33.8,9.2,14.3,16,34.8,52.6,47.4,100,0,67,33
253,Stephen Curry,GSW,35,56,30,26,34.7,43.6,56.4,34.7,7.9,49.7,10.7,15.6,15.3,26.8,37.1,62.9,59.3,40.7,47.9,52.1
253,Tyrese Haliburton,IND,23,56,28,28,33.6,52.2,47.8,43.3,6.9,41.6,15.3,15.1,15.8,36.4,24.7,75.3,44.7,55.3,32.5,67.5
253,Will Barton,TOR,32,56,27,29,17.7,50.5,49.5,38,9.5,52.2,14,9.8,15.6,28.5,45.8,54.2,74.2,25.8,59.4,40.6
267,Kyle Lowry,MIA,37,55,30,25,31.2,36.1,63.9,28.9,4.6,52.2,12.4,18.9,18.7,24.4,29.2,70.8,75.7,24.3,54.6,45.4
267,LeBron James,LAL,38,55,30,25,35.5,69.1,30.9,61.4,9.3,22.8,21.6,15.8,12.3,52.1,39.5,60.5,62.8,37.2,44.2,55.8
267,Precious Achiuwa,TOR,23,55,30,25,20.7,73.3,26.7,65.7,2,17.1,12.4,17.2,15.2,63.8,62.9,37.1,100,0,68.4,31.6
270,Bogdan Bogdanovic,ATL,30,54,27,27,27.9,41.1,58.9,33.6,10.8,57.9,12.2,8.5,8.7,22.8,45.7,54.3,81.5,18.5,64.8,35.2
270,Dennis Smith Jr.,CHA,25,54,19,35,25.7,75.4,24.6,68.4,8.9,15.2,15.8,16.4,16.7,59.5,42,58,95.8,4.2,48.9,51.1
270,Garrison Mathews,ATL,26,54,16,38,12.7,10.4,89.6,7.8,1.6,73.5,5.8,18.7,17.1,6.2,50,50,95.2,4.8,89,11
270,Haywood Highsmith,MIA,26,54,28,26,18,49.5,50.5,47.5,4.2,47,9.7,5.5,14,43.2,62.5,37.5,97.3,2.7,76.3,23.7
270,Nassir Little,POR,23,54,22,32,18.1,47.9,52.1,42.3,10,48.5,10.3,9.2,16.2,32.3,59.2,40.8,94.8,5.2,74.6,25.4
270,Taurean Prince,MIN,29,54,31,23,22.1,48.8,51.2,41.8,5.7,45,17.4,13.2,15.2,36.1,74.8,25.2,94.6,5.4,83.1,16.9
270,Thaddeus Young,TOR,35,54,23,31,14.7,82.8,17.2,85,4.2,7.5,7.9,7.5,18.3,80.8,54.9,45.1,100,0,57.4,42.6
277,Devin Booker,PHX,26,53,34,19,34.6,70.4,29.6,56.6,20.8,22.6,13.2,20.8,14.3,35.8,38.7,61.3,68.5,31.5,45,55
277,Edmond Sumner,BKN,27,53,33,20,13.9,67.7,32.3,49.2,5.3,24.6,25.4,26.2,15.6,43.9,63.4,36.6,90.3,9.7,70.2,29.8
277,Jalen Suggs,ORL,22,53,20,33,23.5,54.5,45.5,45.8,8.4,37.8,15.5,16.4,15.3,37.4,31.7,68.3,71.2,28.8,45.7,54.3
277,Kenrich Williams,OKC,28,53,26,27,22.8,61.3,38.7,60.7,9.4,35.3,9.6,4,17.6,51.3,65.9,34.1,100,0,75.4,24.6
277,Malachi Flynn,TOR,25,53,29,24,13,45,55,32.5,5.7,57.3,9.8,10.2,22.8,26.8,37.5,62.5,87.2,12.8,64.4,35.6
277,Zeke Nnaji,DEN,22,53,34,19,13.7,66.8,33.2,67.1,0.7,18.4,11.9,14.5,15.9,66.4,72,28,100,0,76.4,23.6
283,Austin Rivers,MIN,30,52,25,27,19.5,41.1,58.9,37.6,0.8,50.6,14.9,11.8,18.4,36.9,35.4,64.6,90.7,9.3,61.5,38.5
283,Isaiah Livers,DET,24,52,10,42,23.1,29.5,70.5,26.6,8.7,64.2,14.7,9.2,16.5,17.9,69.6,30.4,93.2,6.8,84.2,15.8
283,Jericho Sims,NYK,24,52,31,21,15.6,99.1,0.9,93.3,0,0,2.2,6.7,12.4,93.3,71.1,28.9,0,0,71.1,28.9
283,Juan Toscano-Anderson,UTA,30,52,19,33,13.5,69.9,30.1,72.3,5.2,15.5,18.1,12.2,13.5,67.1,66.1,33.9,100,0,70.3,29.7
283,Jusuf Nurkic,POR,28,52,24,28,26.8,76.4,23.6,63.1,2.6,18.6,6.2,18.3,13,60.5,59.4,40.6,100,0,66,34
283,Kawhi Leonard,LAC,32,52,33,19,33.6,71.3,28.7,55.2,20.7,25.2,9.4,19.6,12.9,34.5,33.3,66.7,64.4,35.6,40.6,59.4
283,MarJon Beauchamp,MIL,22,52,34,18,13.5,41.6,58.4,36.8,6,53,15.4,10.2,21.1,30.8,55.1,44.9,87.2,12.8,70.8,29.2
283,Simone Fontecchio,UTA,27,52,25,27,14.7,38.8,61.2,31.7,6.7,57.6,11.3,10.7,14,25,73.1,26.9,95.2,4.8,85.2,14.8
283,Wesley Matthews,MIL,36,52,37,15,15.8,22.5,77.5,21.2,1.1,65.4,14,13.4,17.3,20.1,84.2,15.8,97.4,2.6,93.1,6.9
292,Alec Burks,DET,31,51,12,39,22,47.9,52.1,31,11.3,45.6,5.7,23.4,12.9,19.6,30.7,69.3,68.7,31.3,49.5,50.5
292,Caleb Houstan,ORL,20,51,20,31,15.9,25.3,74.7,20.7,3.1,71.5,5.7,7.8,17.1,17.6,65,35,100,0,89.4,10.6
294,Amir Coffey,LAC,26,50,26,24,12.5,72.4,27.6,52.3,8.1,19.2,20.3,28.5,11.6,44.2,60,40,100,0,67.9,32.1
294,Bradley Beal,WAS,30,50,24,26,33.5,75.1,24.9,62.8,17.2,20.7,6.4,16.5,10.3,45.5,40.1,59.9,71.3,28.8,45.7,54.3
294,Delon Wright,WAS,31,50,26,24,24.4,59.1,40.9,52.6,4.9,33.3,15.7,14.1,17.9,47.7,26.8,73.2,85.4,14.6,44.2,55.8
294,Gordon Hayward,CHA,33,50,20,30,31.5,72.5,27.5,61.1,19.9,21.3,16.5,17.6,14.6,41.2,55.4,44.6,90.4,9.6,62,38
294,Isaiah Stewart,DET,22,50,12,38,28.3,53.5,46.5,45.1,2.1,35.4,4.4,19.5,12,43,68.8,31.3,100,0,79.5,20.5
299,Jaylin Williams,OKC,21,49,23,26,18.7,51.7,48.3,38.9,8.3,47.9,3.8,13.2,7.6,30.6,83.9,16.1,95.7,4.3,89.2,10.8
299,Mo Bamba,LAL,25,49,25,24,15.7,48.5,51.5,42.7,2.5,44.6,6.8,12.7,7.1,40.2,75.4,24.6,100,0,85.5,14.5
299,Taj Gibson,WAS,38,49,21,28,9.8,80.8,19.2,67.9,14.3,14.3,1.2,17.8,13.1,53.6,66.7,33.3,100,0,70.8,29.2
302,Cameron Payne,PHX,28,48,27,21,20.2,59.2,40.8,48.7,10.5,41.4,9.3,9.9,11.2,38.1,30,70,66.2,33.8,43.1,56.9
302,Collin Sexton,UTA,24,48,24,24,23.9,73.9,26.1,55.2,5.8,21,11.7,23.8,15.5,49.3,32.8,67.2,72.9,27.1,40.9,59.1
302,Day'Ron Sharpe,BKN,21,48,22,26,11.5,93.6,6.4,76.7,0,7.9,4.4,15.4,15,76.7,63.2,36.8,83.3,16.7,64.5,35.5
302,Gary Harris,ORL,28,48,22,26,24.7,29,71,22.2,2.5,71,10.6,6.8,14.4,19.6,52.3,47.7,91.5,8.5,79,21
302,Jaden Hardy,DAL,20,48,20,28,14.8,53.2,46.8,39.5,4.8,45,13.8,15.5,12.4,34.8,42.2,57.8,82.5,17.5,59.6,40.4
302,Kelly Oubre Jr.,CHA,27,48,16,32,32.2,58.6,41.4,50.4,6.6,33.3,14.5,16.3,20.7,43.8,53.9,46.1,91.7,8.3,65.4,34.6
302,Payton Pritchard,BOS,25,48,32,16,13.4,37.1,62.9,33.3,4.4,62.2,11.5,4.5,17.8,28.9,44.4,55.6,87.5,12.5,68.3,31.7
302,Raul Neto,CLE,31,48,31,17,10.5,61.8,38.2,57.3,5.1,22.9,10.2,19.8,22.9,52.2,44.4,55.6,91.7,8.3,54.4,45.6
302,Robert Covington,LAC,32,48,20,28,16.2,40.6,59.4,33.3,1.4,56.3,8,10.4,14.9,31.9,75,25,98.1,1.9,87.3,12.7
311,Frank Ntilikina,DAL,24,47,20,27,12.9,49.2,50.8,45.9,19.3,37.8,20,16.3,19.3,26.7,58.1,41.9,94.1,5.9,70.8,29.2
311,Jaxson Hayes,NOP,23,47,22,25,13,81.4,18.6,71.2,0.9,3.9,18.9,24.9,18.5,70.4,78.3,21.7,100,0,79.1,20.9
311,Kevin Durant,PHX,34,47,34,13,35.6,73.3,26.7,57.1,26.8,20.4,9.8,22.5,12.2,30.3,46.4,53.6,65.6,34.4,50.1,49.9
311,R.J. Hampton,DET,22,47,9,38,15.9,51.1,48.9,40.4,4.6,40.7,16.9,18.9,16.2,35.8,41,59,85.4,14.6,58.8,41.2
315,Bryce McGowens,CHA,20,46,16,30,17.1,60.4,39.6,43.9,1.6,31.7,13.8,24.4,12.6,42.3,64.8,35.2,92.3,7.7,73.8,26.2
315,Chris Duarte,IND,26,46,19,27,19.5,47.7,52.3,37.6,11,45.6,11.6,16.8,16,26.5,47.1,52.9,78.2,21.8,61,39
315,George Hill,IND,37,46,27,19,18.1,42.8,57.2,37.9,8.6,44,14.2,18.1,11.2,29.3,47.7,52.3,85.3,14.7,64.1,35.9
315,Joe Ingles,MIL,35,46,32,14,22.7,18.1,81.9,15.8,1.3,78.5,12.9,5.7,14.5,14.5,32,68,71.1,28.9,62,38
315,Justin Holiday,DAL,34,46,18,28,15.4,29.9,70.1,30.2,7.8,67.3,13.7,2.5,13.7,22.4,87.1,12.9,91.3,8.7,89.6,10.4
315,Kai Jones,CHA,22,46,13,33,11.9,84.2,15.8,80.3,1.3,7.6,24.8,12.1,19.7,79,61.9,38.1,100,0,64.2,35.8
321,Brandon Ingram,NOP,25,45,23,22,34.2,80.4,19.6,61.2,23.6,17.3,9.7,21.5,15,37.6,38.5,61.5,81.3,18.8,45.3,54.7
321,Davis Bertans,DAL,30,45,20,25,10.9,11.9,88.1,13.6,1.9,80.1,8.7,6.3,17.5,11.7,92.9,7.1,98.2,1.8,97.1,2.9
321,James Wiseman,DET,22,45,11,34,19.3,94.1,5.9,82.2,5.3,2.7,9.6,15.1,14.9,76.9,71.9,28.1,100,0,72.5,27.5
321,Ty Jerome,GSW,25,45,22,23,18.1,62.8,37.2,53.7,6.5,34,12,12.3,24.6,47.2,41,59,85.7,14.3,54.2,45.8
325,Dean Wade,CLE,26,44,30,14,20.3,28.2,71.8,27.2,1,65.5,15,7.3,23.3,26.2,82.1,17.9,100,0,93.2,6.8
325,Theo Maledon,CHA,22,44,14,30,19.4,62.6,37.4,50.2,4.7,28.5,9.5,21.3,17.3,45.4,32.4,67.6,82.1,17.9,46.1,53.9
327,Darius Bazley,PHX,23,43,19,24,14.3,71,29,56.3,2.7,26.8,10.3,16.9,15.6,53.6,79.4,20.6,95,5,83.1,16.9
327,Davon Reed,LAL,28,43,29,14,8,45.2,54.8,24.7,11.2,57.3,2.2,18,6.7,13.5,45.5,54.5,94.1,5.9,75,25
327,Ish Smith,DEN,34,43,25,18,9.3,90.8,9.2,92.6,46.3,5.6,3.7,1.8,9.3,46.3,26,74,100,0,28.8,71.2
327,Jeremiah Robinson-Earl,OKC,22,43,16,27,18.9,55.2,44.8,50,3.4,38,13.4,12,15.8,46.6,79.5,20.5,100,0,86.4,13.6
327,Jordan McLaughlin,MIN,27,43,22,21,15.8,46.2,53.8,46,2.5,44.7,19.3,9.3,14.9,43.5,73,27,83.3,16.7,77,23
327,Mark Williams,CHA,21,43,18,25,19.3,100,0,82.7,2.6,0,8.8,17.3,8.8,80.1,68.1,31.9,0,0,68.1,31.9
327,Romeo Langford,SAS,23,43,14,29,19.6,76.4,23.6,70.7,8.8,16.2,8.4,13.1,13.1,62,54.3,45.7,100,0,60.3,39.7
327,Sandro Mamukelashvili,SAS,24,43,23,20,15.3,57,43,51,3,34.2,6.1,14.8,13.7,47.9,64.2,35.8,100,0,75.3,24.7
